pl_bmasse	pl_rade	pl_eqt	pl_orbper	st_teff	st_mass	st_met	Stellar_Compatibility_Index
-0.142035099	-0.036321704	1.698198802	-0.005493823	1.239613095	1.465702162	0.064521661	1.239613095
-0.142035099	-0.052050067	0.515105676	-0.005492178	0.899520572	0.650372749	0.064521661	0.899520572
-0.142035099	-0.036321704	-0.127045165	-0.005494009	-0.422944474	-0.322654122	0.064521661	-0.422944474
-0.142035099	-0.057069757	1.258465074	-0.005493028	0.612073949	0.45241211	-0.245751897	0.612073949
-0.142035099	-0.036321704	-0.127045165	-0.005489485	0.557322212	0.549714797	0.064521661	0.557322212
0.394814442	-0.036321704	-0.127045165	-0.005491382	0.144578344	-1.34600997	0.064521661	0.144578344
-0.142035099	-0.05112979	-0.974544677	-0.005494516	-2.019168208	-1.859365526	-0.411673586	-2.019168208
-0.142035099	-0.021480152	-0.127045165	-0.005490613	0.273034344	0.076622421	0.307320399	0.273034344
-0.142035099	-0.045524469	-0.957653318	-0.005491451	-1.027319424	-0.792391233	-0.024522979	-1.027319424
-0.142035099	-0.035150442	-1.306648341	-0.005491661	-1.666440668	-1.362786295	-0.743516964	-1.666440668
-0.391155535	-0.036321704	-0.127045165	-0.005495166	0.144578344	-1.798970754	0.064521661	0.144578344
-0.142035099	-0.036321704	-0.127045165	-0.005488555	0.785805424	0.851688653	0.064521661	0.785805424
-0.142035099	-0.036321704	-0.127045165	-0.005494246	0.526408538	0.516162146	0.749778236	0.526408538
-0.142035099	-0.036321704	-0.127045165	-0.005491401	0.785805424	0.851688653	0.064521661	0.785805424
-0.142035099	-0.036321704	-0.127045165	-0.005458831	0.125731111	0.147082988	0.961051853	0.125731111
-0.142035099	-0.054225266	-1.090271427	-0.005492994	-1.509555882	-1.480220573	-3.342956757	-1.509555882
-0.142035099	0.038973652	-0.127045165	-0.005454497	0.313045229	0.147082988	0.19670594	0.313045229
-0.142035099	-0.036154381	-0.430670834	-0.005488772	0.442554146	0.207477759	-0.356366357	0.442554146
-0.142035099	-0.044018562	-0.127045165	-0.005493282	-0.46295536	0.045203719	0.064521661	-0.46295536
-0.142035099	-0.038998872	-0.416711034	-0.005488902	0.442554146	0.180635639	-0.466980816	0.442554146
1.364637695	-0.036321704	-0.127045165	-0.005184029	0.412019524	0.381951543	1.579386681	0.412019524
-0.142035099	-0.036321704	-0.127045165	-0.005494729	0.144578344	0.045203719	0.064521661	0.144578344
-0.142035099	0.013138507	-0.127045165	-0.005486196	0.282510606	0.499795163	2.519609585	0.282510606
1.59986099	-0.036321704	-0.127045165	-0.005491382	-0.614575556	5.753730925	0.064521661	-0.614575556
-0.142035099	-0.05221739	1.708668653	-0.005494866	0.727894933	0.680570134	0.473242088	0.727894933
-0.142035099	-0.022534287	-0.127045165	-0.00548901	0.380431983	0.153793518	0.14139871	0.380431983
-0.142035099	-0.036321704	-0.127045165	-0.005456483	-0.088643	-0.020680266	-0.786656603	-0.088643
-0.142035099	-0.051213452	-0.127045165	-0.005493329	-0.135497852	0.045203719	0.064521661	-0.135497852
-0.142035099	-0.04000281	-0.242213522	-0.005491086	0.287775196	0.049780301	-0.466980816	0.287775196
-0.142035099	0.000489359	-1.079801576	-0.005434235	1.079569555	1.586491704	0.639163777	1.079569555
-0.142035099	-0.019371882	-0.127045165	-0.005491382	0.497305884	0.045203719	0.064521661	0.497305884
-0.142035099	0.216336045	3.139548244	-0.005494721	0.864774277	1.690504921	0.064521661	0.864774277
-0.142035099	-0.036321704	-0.127045165	-0.005493764	0.464897067	0.449056844	-2.325303732	0.464897067
-0.142035099	-0.009215376	-0.496979889	-0.005476291	0.446765819	0.516162146	0.086091481	0.446765819
-0.142035099	-0.036321704	-0.127045165	-0.005494248	1.05535244	2.328005285	-0.245751897	1.05535244
-0.142035099	-0.047030376	0.899000201	-0.005494347	0.43518372	0.157148783	0.064521661	0.43518372
-0.142035099	0.055705953	-1.805711223	-0.005302429	0.47835336	0.95570187	0.064521661	0.47835336
4.457083474	0.143692508	-0.127045165	-0.005491382	0.973224834	1.123465124	0.086091481	0.973224834
-0.142035099	-0.050360104	-0.127045165	-0.005365035	-0.435579491	-0.611206919	0.064521661	-0.435579491
-0.142035099	-0.052719359	0.023022695	-0.005495364	-1.267384735	-1.205088837	0.064521661	-1.267384735
-0.263437235	-0.036321704	-0.127045165	-0.005493044	0.320415655	0.214188289	0.213298109	0.320415655
-0.142035099	-0.03113469	-0.36436178	-0.005491709	-0.189196672	0.02964871	1.74530837	-0.189196672
-0.142035099	-0.041508717	-0.99255282	-0.005466972	1.061669948	0.834912328	-0.356366357	1.061669948
-0.142035099	-0.049874868	-0.127045165	-0.005494525	-0.373457327	-0.523970027	-0.854131423	-0.373457327
-0.141807066	-0.036321704	-0.127045165	-0.005335281	0.034021951	0.046425036	2.298380666	0.034021951
-0.142035099	-0.036321704	-0.127045165	-0.00548574	-0.153397459	-0.087785567	0.064521661	-0.153397459
-0.142035099	0.001924321	0.707052938	-0.005494727	-0.267112606	0.045203719	0.064521661	-0.267112606
-0.142035099	-0.036321704	-0.127045165	-0.005475364	0.43865835	0.415504194	-0.720287928	0.43865835
-0.142035099	0.123471773	-0.127045165	-0.005495808	0.144578344	0.045203719	0.064521661	0.144578344
-0.142035099	-0.050878806	2.476457702	-0.005494843	0.902679326	1.116754594	0.971007155	0.902679326
-0.142035099	0.026257103	0.312688563	-0.005489696	-0.439791163	-0.094496097	0.064521661	-0.439791163
-0.142035099	-0.046193761	1.153766567	-0.005495772	-0.948350572	-0.738706991	1.081621614	-0.948350572
-0.142035099	-0.055229204	-0.217783871	-0.005495044	-1.389523226	-1.15475986	-0.798824194	-1.389523226
-0.142035099	-0.036321704	-0.127045165	-0.005494417	0.047709885	0.079977686	0.694471007	0.047709885
-0.142035099	-0.060081571	-0.730806554	-0.005486308	0.022439852	-0.550812147	-1.46251095	0.022439852
0.843010386	-0.036321704	-0.127045165	-0.005491382	0.144578344	0.952346605	-0.024522979	0.144578344
-0.142035099	-0.03156973	-0.127045165	-0.005491382	0.688936966	0.045203719	0.064521661	0.688936966
-0.142035099	-0.036321704	-0.127045165	-0.005494031	-0.222890049	-0.154890869	0.064521661	-0.222890049
-0.142035099	-0.027118938	-0.601678395	-0.005487899	0.337262343	0.066556626	-0.577595275	0.337262343
-0.142035099	-0.020927986	0.466246373	-0.005486284	0.202488836	1.314715233	0.860392696	0.202488836
-0.142035099	-0.035920128	-0.127045165	-0.005469775	0.651031916	1.183859895	0.583856547	0.651031916
-0.142035099	-0.053555974	-0.127045165	-0.005490649	0.187747983	0.045203719	0.064521661	0.187747983
-0.142035099	-0.056400465	0.951349454	-0.005493572	0.934266867	0.398727868	-1.683739868	0.934266867
-0.142035099	-0.051548098	3.286126154	-0.00549585	0.795281687	0.264517265	-1.683739868	0.795281687
-0.142035099	-0.020258694	-0.127045165	-0.005404147	-0.278694704	-0.423312075	-0.522288046	-0.278694704
-0.142035099	-0.036321704	-0.127045165	-0.005494309	-0.27553595	-0.188443519	0.064521661	-0.27553595
-0.142035099	-0.04334927	-1.711482566	-0.005480172	-1.405316997	-1.097720354	-0.135137438	-1.405316997
-0.142035099	-0.059412279	-0.127045165	-0.005489755	0.674196113	0.650372749	0.362627629	0.674196113
-0.142035099	-0.030465398	0.455776522	-0.005493931	-0.047052738	-0.436733135	-0.688209735	-0.047052738
-0.142035099	-0.036321704	-0.127045165	-0.005417356	-0.034523013	0.012872385	1.102085289	-0.034523013
-0.142035099	-0.052552036	0.689603187	-0.005494923	-0.159714967	-0.356206773	-0.909438653	-0.159714967
-0.142035099	-0.036321704	-0.127045165	-0.005495846	-0.353746702	-0.255548821	1.590448127	-0.353746702
-0.142035099	-0.061587478	-0.737786454	-0.005492819	-1.027319424	-0.792391233	-0.024522979	-1.027319424
0.466432095	-0.036321704	-0.127045165	-0.004857725	-0.629316408	2.495768539	1.358157762	-0.629316408
-0.142035099	-0.036321704	-0.127045165	-0.005474356	-0.795972274	-0.638049039	1.13361041	-0.795972274
-0.142035099	-0.056902434	-0.127045165	-0.005494046	0.446765819	0.045203719	0.064521661	0.446765819
-0.142035099	-0.049540222	-0.849464861	-0.005493649	-1.485338767	-1.195023041	-0.632902505	-1.485338767
-0.142035099	-0.028624845	0.061412147	-0.005493814	-0.298700147	-0.168311929	0.971007155	-0.298700147
-0.142035099	0.096934343	0.354567966	-0.005490745	-0.197935891	0.045203719	0.064521661	-0.197935891
-0.142035099	-0.054225266	-0.486510038	-0.005494412	-1.172622112	-1.195023041	-2.679270002	-1.172622112
-0.142035099	-0.056065819	-0.36436178	-0.005490516	0.228811786	0.012872385	-0.356366357	0.228811786
-0.142035099	-0.022986059	-0.127045165	-0.005486141	-0.363981065	-0.430022605	0.030784251	-0.363981065
-0.142035099	-0.035987058	-1.338057893	-0.005451257	0.802652113	0.069911891	-2.126197705	0.802652113
-0.296939626	0.125981618	-0.259663273	-0.005494775	-1.645382308	-1.027259788	0.086091481	-1.645382308
-0.142035099	-0.064114056	-0.127045165	-0.005494365	0.144578344	0.012872385	0.064521661	0.144578344
-0.142035099	-0.036321704	-0.127045165	-0.005494754	-0.401528122	0.045203719	0.54126998	-0.401528122
-0.142035099	-0.036321704	-0.127045165	-0.005491497	0.362237559	0.348398892	-1.057108956	0.362237559
-0.142035099	0.026759072	-1.45322625	-0.005452943	0.108779131	-0.322654122	-0.577595275	0.108779131
-0.142035099	-0.039919148	-0.127045165	-0.005491382	-0.234472147	0.045203719	0.064521661	-0.234472147
2.169340121	-0.036321704	-0.127045165	-0.001169845	28.74920247	-1.634562766	0.064521661	28.74920247
-0.142035099	-0.036321704	-0.127045165	-0.005491497	0.596680288	0.593333243	-0.935986123	0.596680288
-0.142035099	-0.051213452	0.494165975	-0.005493882	0.078244508	0.348398892	2.630224044	0.078244508
-0.142035099	-0.048870929	3.359415108	-0.005496004	0.367796966	0.244385675	0.19670594	0.367796966
-0.366359337	-0.036321704	-0.127045165	-0.005491382	0.144578344	-2.906208229	0.064521661	0.144578344
-0.142035099	-0.035652412	0.679133337	-0.005490511	1.280676899	1.056359823	-0.688209735	1.280676899
-0.400125816	-0.042178009	1.729608354	-0.005495754	0.144578344	-0.312588327	0.064521661	0.144578344
-0.142035099	-0.036321704	-0.127045165	-0.005492168	-1.15788126	-0.893049185	0.064521661	-1.15788126
-0.142035099	-0.031803982	0.609334332	-0.005490225	0.41412536	0.244385675	-0.798824194	0.41412536
-0.142035099	-0.037325642	-0.099125563	-0.005490027	0.426760376	0.385306808	0.860392696	0.426760376
-4.01E-05	0.13217257	0.958329355	-0.005487492	0.607862277	1.791162874	1.413464992	0.607862277
-0.142035099	-0.053723297	1.391083182	-0.005495107	0.311992311	0.177280374	0.086091481	0.311992311
-0.142035099	-0.051046129	-0.127045165	-0.005495406	0.774223326	1.019451907	1.026314384	0.774223326
-0.142035099	-0.055061881	-0.127045165	-0.005479262	-1.832801717	-1.788904959	-2.679270002	-1.832801717
-0.142035099	-0.036321704	-0.127045165	-0.005491382	0.144578344	0.045203719	0.064521661	0.144578344
-0.142035099	-0.040404385	-0.127045165	-0.005490279	0.182672918	0.045203719	-0.827030881	0.182672918
-0.142035099	-0.046863053	-0.127045165	-0.005491382	-0.435579491	-0.611206919	0.064521661	-0.435579491
-0.142035099	-0.041508717	-0.127045165	-0.00549547	0.330944835	0.045203719	0.064521661	0.330944835
-0.142035099	-0.036154381	-0.720336703	-0.005488535	-0.19024959	-0.638049039	-1.241282031	-0.19024959
-0.142035099	-0.048703606	-0.127045165	-0.005494902	0.395172835	0.045203719	0.064521661	0.395172835
-0.142035099	0.125730634	-0.127045165	-0.005491382	-0.178667491	0.045203719	0.064521661	-0.178667491
-0.142035099	-0.022266571	-0.015366758	-0.005491332	0.276193098	-0.034101326	-0.245751897	0.276193098
-0.142035099	-0.029628783	-1.020472422	-0.005477595	0.506782146	0.45912264	0.473242088	0.506782146
-0.417480526	-0.036321704	-0.127045165	-0.005487678	-2.246598503	-2.188181503	-0.411673586	-2.246598503
-0.142035099	-0.053054005	-0.127045165	-0.005492478	-0.05126441	-0.188443519	-0.079830208	-0.05126441
-0.322850325	0.084238135	0.686113237	-0.005490745	0.028757361	1.073136148	2.209889099	0.028757361
-0.142035099	-0.039333518	-0.008386857	-0.005492382	0.230917622	0.083332951	-0.024522979	0.230917622
-0.142035099	-0.046863053	1.419002784	-0.005493924	1.058511194	0.824846533	0.064521661	1.058511194
-0.142035099	0.163264532	2.378739096	-0.005494479	0.297777917	0.045203719	0.064521661	0.297777917
-0.142035099	-0.049038252	1.157256517	-0.0054948	0.415178278	0.180635639	0.064521661	0.415178278
-0.142035099	-0.061754801	-1.097251327	-0.005495869	-2.535098043	-2.738444975	-1.739047098	-2.535098043
-0.142035099	-0.057571726	0.42087702	-0.005494636	-0.482960802	-0.624627979	-0.024522979	-0.482960802
-0.126356532	0.144442718	2.155382281	-0.005494875	0.180377557	0.563135857	1.966537288	0.180377557
0.176598134	-0.036321704	-0.127045165	-0.005491382	0.144578344	-0.456864725	0.064521661	0.144578344
-0.142035099	-0.05891031	-0.622618097	-0.005484938	0.30146313	0.116885602	0.417934858	0.30146313
-0.142035099	-0.035652412	-0.127045165	-0.005489808	0.765799982	1.556294319	1.081621614	0.765799982
-0.142035099	-0.041508717	-1.938329331	-0.0054133	-0.100751557	-0.275680411	-0.688209735	-0.100751557
-0.142035099	-0.025947677	-1.233359386	-0.005468548	0.606809359	0.355109422	0.064521661	0.606809359
-0.142035099	-0.061587478	0.647723785	-0.005494742	-0.379774835	-0.497127906	0.528549318	-0.379774835
-0.142035099	-0.041341394	-0.287582875	-0.005491663	0.094038278	-0.225351435	-1.020053112	0.094038278
-0.142035099	-0.050376837	-0.127045165	-0.005494615	-0.389251097	0.045203719	0.064521661	-0.389251097
-0.142035099	-0.030130752	-0.127045165	-0.005491234	0.662614015	0.045203719	0.064521661	0.662614015
-0.142035099	-0.036321704	-0.127045165	-0.005492249	-0.519718171	0.045203719	-0.030053702	-0.519718171
-0.142035099	-0.045256752	-0.127045165	-0.005491382	-1.891765127	0.045203719	0.064521661	-1.891765127
-0.142035099	-0.036321704	-0.127045165	-0.005495401	-1.623271029	-0.987124107	0.064521661	-1.623271029
0.443027524	-0.036321704	-0.127045165	-0.005491382	0.144578344	-3.100813603	0.064521661	0.144578344
-0.415184228	-0.049540222	4.430829827	-0.005496328	-0.953615162	-0.799101763	0.086091481	-0.953615162
-0.142035099	-0.036321704	-0.127045165	-0.005492769	-0.386092343	-0.289101472	0.064521661	-0.386092343
-0.142035099	0.04165082	-0.127045165	-0.005467768	0.179324639	0.046425036	0.19670594	0.179324639
0.251191298	0.155883412	-0.127045165	-0.005495391	0.373061556	1.724057572	0.860392696	0.373061556
-0.400125816	-0.036321704	-0.127045165	-0.005491382	0.144578344	-2.771997626	0.064521661	0.144578344
-0.142035099	-0.058609129	-0.127045165	-0.005494276	0.798440441	0.48596476	-0.688209735	0.798440441
-0.142035099	-0.036321704	-0.127045165	-0.005482637	-1.071584098	-0.829299148	-0.875148171	-1.071584098
5.654756886	-0.036321704	-0.127045165	-0.004446108	0.068768246	1.556294319	0.064521661	0.068768246
-0.230685114	-0.036321704	-0.127045165	-0.005494443	-0.183932082	-0.624627979	0.307320399	-0.183932082
-0.142035099	0.080871334	-0.127045165	-0.005491382	0.341474016	0.045203719	0.064521661	0.341474016
-0.142035099	-0.057069757	-1.13913073	-0.005489927	-0.995731883	-1.044036113	0.064521661	-0.995731883
-0.142035099	-0.053723297	-1.784771521	-0.005485447	-1.805425848	-1.564102199	-1.075360342	-1.805425848
-0.142035099	-0.060918186	2.584646159	-0.005495537	0.523628835	0.301425181	0.086091481	0.523628835
-0.142035099	-0.040839425	-0.127045165	-0.005472196	0.373061556	0.751030701	1.136928844	0.373061556
-0.142035099	-0.041174071	-1.851080575	-0.005482469	-1.756991619	-1.530549549	-1.35189649	-1.756991619
-0.142035099	-0.049372899	-0.127045165	-0.005494801	0.864774277	0.952346605	0.307320399	0.864774277
-0.142035099	-0.015406327	-0.127045165	-0.005492401	0.144578344	0.045203719	0.064521661	0.144578344
-0.142035099	-0.053555974	-0.661007549	-0.005487657	0.230917622	0.083332951	-0.024522979	0.230917622
-0.142035099	-0.033979181	0.124231251	-0.005491671	0.635238146	0.244385675	-1.020053112	0.635238146
-0.142035099	-0.036321704	-0.127045165	-0.005493903	0.467392483	0.045203719	-0.71365106	0.467392483
0.297975415	-0.036321704	-0.127045165	-0.002884463	0.144578344	-2.369365817	0.064521661	0.144578344
-0.202615745	0.155883015	1.802897309	-0.005494781	0.213018016	0.281293591	1.413464992	0.213018016
-0.152555638	0.102430988	1.613393012	-0.005495372	-0.356610639	-0.181732989	2.171174038	-0.356610639
-0.142035099	-0.036321704	-0.127045165	-0.005492704	-0.258689262	-0.188443519	0.064521661	-0.258689262
-0.142035099	0.03328467	-0.758726155	-0.005473282	-0.407150704	0.277938326	0.749778236	-0.407150704
-0.142035099	-0.037660288	-0.127045165	-0.005495294	-0.28080054	-0.322654122	0.307320399	-0.28080054
-0.142035099	-0.050929003	-0.127045165	-0.005491382	0.078244508	0.045203719	0.064521661	0.078244508
-0.142035099	-0.026115	-1.254299087	-0.005458735	0.759482474	0.133661928	-1.573125409	0.759482474
1.261719797	0.12418672	1.160746468	-0.005492103	0.527840507	0.848333388	0.915699925	0.527840507
-0.142035099	-0.036321704	-0.127045165	-0.005488184	0.046656967	0.079977686	0.064521661	0.046656967
-0.142035099	-0.036321704	-0.127045165	-0.005495863	0.144578344	0.045203719	0.064521661	0.144578344
-0.142035099	-0.047699668	2.821962774	-0.005495438	0.277246016	0.45912264	1.74530837	0.277246016
-0.142035099	-0.047866991	-0.085165762	-0.005493386	-0.467167032	-0.527325292	0.528549318	-0.467167032
-0.142035099	-0.036321704	-0.127045165	-0.005494976	0.144578344	-0.255548821	0.064521661	0.144578344
-0.142035099	-0.051046129	-1.4497363	-0.00548622	-1.278966833	-1.027259788	-0.245751897	-1.278966833
-0.142035099	-0.045524469	-0.127045165	-0.00549547	0.298304376	0.106819807	0.362627629	0.298304376
-0.142035099	-0.052384713	-0.891344264	-0.005493624	-1.528508406	-1.278904668	-1.020053112	-1.528508406
-0.142035099	0.071975195	-0.568907763	-0.005490341	-0.208149196	0.045203719	0.064521661	-0.208149196
-0.392558311	-0.036321704	-0.127045165	-0.005492877	0.144578344	-0.523970027	0.064521661	0.144578344
-0.142035099	-0.036321704	-0.127045165	-0.005495314	-0.768301588	-0.624627979	0.064521661	-0.768301588
-0.142035099	-0.032772574	-0.484904661	-0.005488481	0.278298934	0.045203719	0.064521661	0.278298934
-0.142035099	-0.036321704	-0.127045165	-0.005477595	0.045098648	0.079977686	0.323912568	0.045098648
-0.410576913	-0.036321704	-0.127045165	-0.005471757	0.144578344	-0.534035822	0.064521661	0.144578344
